NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNuaCand,LibNuaCand,CodCircElec
6,LE GAL LA SALLE,Annie,Mme,ECO,Ecologistes,4409
7,MALDINEY,Bastian,M.,RN,Rassemblement National,4409
8,BIZIEN,Yannis,M.,REG,Régionaliste,4409
1,COTREL,Stéphanie,Mme,RN,Rassemblement National,4410
2,VIANCIN,Maxime,M.,UG,Union de la gauche,4410
3,CHEVALIER,Bruno,M.,DVG,Divers gauche,4410
4,ERRANTE,Sophie,Mme,ENS,Ensemble ! (Majorité présidentielle),4410
5,COUSIN,Jacques,M.,DSV,Droite souverainiste,4410
6,GARDAIR,Emmanuèle,Mme,EXG,Extrême gauche,4410
7,RINEAU,Xavier,M.,LR,Les Républicains,4410
1,RABAULT,Tiffanie,Mme,RN,Rassemblement National,4501
2,KOUNOWSKI,Ghislaine,Mme,UG,Union de la gauche,4501
3,MAURICE,Nicole,Mme,REC,Reconquête !,4501
4,CHASSANG,Guillaume,M.,DVC,Divers centre,4501
5,TREPKA,Claude,M.,EXG,Extrême gauche,4501
6,RIST,Stéphanie,Mme,ENS,Ensemble ! (Majorité présidentielle),4501
1,COLAS,Cyril,M.,LR,Les Républicains,4502
2,JANVIER,Caroline,Mme,ENS,Ensemble ! (Majorité présidentielle),4502
3,MEGDOUD,Farida,Mme,EXG,Extrême gauche,4502
4,CARRANI,Bruno,M.,ECO,Ecologistes,4502
5,DUPLESSY,Emmanuel,M.,UG,Union de la gauche,4502
6,CHAILLOU,Yann,M.,DVG,Divers gauche,4502
7,BABIN,Elodie,Mme,RN,Rassemblement National,4502
8,DUVILLARD,Marie-Odile,Mme,REC,Reconquête !,4502
9,AACHBOUN,Ahmed,M.,DVG,Divers gauche,4502
1,DE PÉLICHY,Constance,Mme,DVC,Divers centre,4503
2,NAULIN,Michel,M.,EXG,Extrême gauche,4503
3,PARIS,Mathilde,Mme,RN,Rassemblement National,4503
4,MAURICE,Thomas,M.,REC,Reconquête !,4503
5,VERDE,Clément,M.,UG,Union de la gauche,4503
1,HARLÉ,Mélusine,Mme,ENS,Ensemble ! (Majorité présidentielle),4504
2,CLERGUE,Dominique,Mme,EXG,Extrême gauche,4504
3,NOTTIN,Bruno,M.,UG,Union de la gauche,4504
4,LOUBERT,Georges,M.,REC,Reconquête !,4504
5,LÉVY,Ariel,M.,LR,Les Républicains,4504
6,ROCHE,Françoise,Mme,DIV,Divers,4504
7,MÉNAGÉ,Thomas,M.,RN,Rassemblement National,4504
1,LACAPELLE,Jean-Lin,M.,RN,Rassemblement National,4505
2,BOUTET,Anne-Laure,Mme,UG,Union de la gauche,4505
3,ROBERT,Martine,Mme,REC,Reconquête !,4505
4,BIARDEAU,Christine,Mme,DIV,Divers,4505
5,BROSSE,Anthony,M.,ENS,Ensemble ! (Majorité présidentielle),4505
6,QUELIN,Benjamin,M.,DVD,Divers droite,4505
7,SOTTEJEAU,Céline,Mme,EXG,Extrême gauche,4505
1,RAMOS,Richard,M.,ENS,Ensemble ! (Majorité présidentielle),4506
2,ZELLER,Anthony,M.,RN,Rassemblement National,4506
3,CHOQUEL,David,M.,EXG,Extrême gauche,4506
4,LAVIALLE,Christophe,M.,UG,Union de la gauche,4506
5,LAMARQUE,Isabelle,Mme,REC,Reconquête !,4506
6,POISSON,Jean-Luc,M.,LR,Les Républicains,4506
7,BERTHAULT-KORZHYK,Annie,Mme,DSV,Droite souverainiste,4506
1,DECREMPS,Frédéric,M.,ENS,Ensemble ! (Majorité présidentielle),4601
2,PRADIÉ,Aurélien,M.,LR,Les Républicains,4601
3,TESSON,François,M.,REC,Reconquête !,4601
4,BOUGEARD,Elsa,Mme,UG,Union de la gauche,4601
5,MIHAYLOVA,Slavka,Mme,RN,Rassemblement National,4601
6,DOMENECH,Ghislain,M.,EXG,Extrême gauche,4601
1,TIEGNA,Huguette,Mme,ENS,Ensemble ! (Majorité présidentielle),4602
2,PROENÇA,Christophe,M.,UG,Union de la gauche,4602
3,BOUGUERRA,Rabah,M.,DVG,Divers gauche,4602
4,VIAU,Marie-Michèle,Mme,EXG,Extrême gauche,4602
5,BLANCHET,Gérard Raymond,M.,RN,Rassemblement National,4602
6,PAGET,Daniel,M.,DIV,Divers,4602
1,CUQUEL,Patrice,M.,REG,Régionaliste,4701
2,EL MARBATI,Mohamed,M.,EXG,Extrême gauche,4701
3,VO VAN,Paul,M.,UG,Union de la gauche,4701
4,DELBOSQ,Sébastien,M.,RN,Rassemblement National,4701
5,LAUZZANA,Michel,M.,ENS,Ensemble ! (Majorité présidentielle),4701
1,COURREGELONGUE,Christophe,M.,UG,Union de la gauche,4702
2,LENZI,Jean-Marie,M.,ENS,Ensemble ! (Majorité présidentielle),4702
3,LAPORTE,Hélène,Mme,RN,Rassemblement National,4702
4,LAMBOLEZ,Nathalie,Mme,EXG,Extrême gauche,4702
1,COUSIN,Annick,Mme,RN,Rassemblement National,4703
2,LEPERS,Guillaume,M.,DVD,Divers droite,4703
3,CAHUZAC,Jérôme,M.,DVG,Divers gauche,4703
4,CZAPLA,Xavier,M.,UG,Union de la gauche,4703
5,GASC,Bernadette,Mme,EXG,Extrême gauche,4703
1,GOUSSEAU,Luc-Etienne,M.,RN,Rassemblement National,4801
2,ZIDOUN,Dja,M.,DVG,Divers gauche,4801
3,MOREL A L'HUISSIER,Pierre,M.,DVC,Divers centre,4801
4,GUIRAL,Michel,M.,DIV,Divers,4801
5,PANTEL,Sophie,Mme,UG,Union de la gauche,4801
6,SOUCHON,Annie,Mme,EXG,Extrême gauche,4801
1,GERNIGON,François,M.,ENS,Ensemble ! (Majorité présidentielle),4901
2,GOUAS,Anthony,M.,EXG,Extrême gauche,4901
3,DUPAS,Marie Louise,Mme,EXG,Extrême gauche,4901
4,RICHARD,Elsa,Mme,UG,Union de la gauche,4901
5,LÉCUYER,Séverine,Mme,LR,Les Républicains,4901
6,LOUVIGNE,Hugo,M.,RN,Rassemblement National,4901
7,PRUNIERE,Roselyne,Mme,REC,Reconquête !,4901
1,SALQUAIN,Bertrand,M.,DVC,Divers centre,4902
2,LEBRUN,Philippe,M.,EXG,Extrême gauche,4902
3,TRIOT,Benoît,M.,LR,Les Républicains,4902
4,METAYER,Léo,M.,UG,Union de la gauche,4902
5,DUPONT,Stella,Mme,ENS,Ensemble ! (Majorité présidentielle),4902
6,BRISSEAU,Thomas,M.,RN,Rassemblement National,4902
1,PEILLON,Patricia,Mme,EXG,Extrême gauche,4903
2,BLIN,Anne-Laure,Mme,LR,Les Républicains,4903
3,ALEXANDRE,Patrick,M.,UG,Union de la gauche,4903
4,HOLLEY,Simon,M.,ENS,Ensemble ! (Majorité présidentielle),4903
5,BOURGEAULT,Edouard,M.,RN,Rassemblement National,4903
1,GERET,Sylvie,Mme,EXG,Extrême gauche,4904
2,MORTIER,Frédéric,M.,LR,Les Républicains,4904
3,VITASSE,Nicolas,M.,EXG,Extrême gauche,4904
4,HAMON,Delphine,Mme,DSV,Droite souverainiste,4904
5,SAINT-PAUL,Laëtitia,Mme,ENS,Ensemble ! (Majorité présidentielle),4904
6,BOUVET,Charlyne,Mme,UG,Union de la gauche,4904
7,LAHONDÈS,Aurore,Mme,RN,Rassemblement National,4904
1,BOURDOULEIX,Gilles,M.,UXD,Union de l'extrême droite,4905
2,TESTU,Didier,M.,EXG,Extrême gauche,4905
3,MASSEGLIA,Denis,M.,ENS,Ensemble ! (Majorité présidentielle),4905
4,LIGOT,Jacquelin,M.,LR,Les Républicains,4905
5,ESTANG,Véronique,Mme,REC,Reconquête !,4905
6,MOREAU,France,Mme,UG,Union de la gauche,4905
7,GUYARD,Frédéric,M.,DSV,Droite souverainiste,4905
1,CHAUSSIVERT,Anaëlle,Mme,LR,Les Républicains,4906
2,GABIN,Sylvie,Mme,UG,Union de la gauche,4906
3,PAVAGEAU,Tim,M.,RN,Rassemblement National,4906
4,LE DIAGON,Yann,M.,EXG,Extrême gauche,4906
5,DUBRE CHIRAT,Nicole,Mme,ENS,Ensemble ! (Majorité présidentielle),4906
6,MERCIER,Eric,M.,DSV,Droite souverainiste,4906
1,BOULLAIS CHALLIER,Sandrine,Mme,LR,Les Républicains,4907
2,LASCAUD,Clémence,Mme,RN,Rassemblement National,4907
3,L'HUILLIER,Céline,Mme,EXG,Extrême gauche,4907
4,CRESPIN,Régis,M.,DSV,Droite souverainiste,4907
5,BOLO,Philippe,M.,ENS,Ensemble ! (Majorité présidentielle),4907
6,GORIOUX,Valérie,Mme,REC,Reconquête !,4907
7,JOUANNEAU,Guillaume,M.,UG,Union de la gauche,4907
8,DE LA SALMONIERE,Raphaël,M.,DVD,Divers droite,4907
1,MASSON,Michaël,M.,ENS,Ensemble ! (Majorité présidentielle),5001
2,HEDOUIN,Guillaume,M.,UG,Union de la gauche,5001
3,LEWI,Olivia,Mme,EXG,Extrême gauche,5001
4,GOSSELIN,Philippe,M.,DVD,Divers droite,5001
5,SIMON,Franck,M.,RN,Rassemblement National,5001
6,POISSON,Jacques,M.,DVD,Divers droite,5001
7,BESAGNY,Laurent,M.,REC,Reconquête !,5001
8,RAJAUT,Baptiste,M.,ECO,Ecologistes,5001
1,RETAILLEAU,Hervé,M.,REC,Reconquête !,5002
2,SORRE,Bertrand,M.,ENS,Ensemble ! (Majorité présidentielle),5002
3,TRAN,Mai,Mme,EXG,Extrême gauche,5002
4,GRIMBERT,Patrick,M.,UG,Union de la gauche,5002
5,KURDZIEL,Marie-Françoise,Mme,RN,Rassemblement National,5002
6,BARENTON GUILLAS,Julie,Mme,DVD,Divers droite,5002
1,VEROVE,Gaëlle,Mme,UG,Union de la gauche,5003
2,GIRY,Pierre,M.,UXD,Union de l'extrême droite,5003
3,VERLEYEN,Aurélien,M.,ECO,Ecologistes,5003
4,AYOUTI,Mansour,M.,EXG,Extrême gauche,5003
5,MAUBÉ,Stéphanie,Mme,DIV,Divers,5003
6,GUYOT,Christian,M.,REC,Reconquête !,5003
7,TRAVERT,Stéphane,M.,ENS,Ensemble ! (Majorité présidentielle),5003
8,QUESNEL,Yohann,M.,DSV,Droite souverainiste,5003
1,LEPETIT,Yann,M.,ENS,Ensemble ! (Majorité présidentielle),5004
2,MARGUERITTE,Camille,Mme,DVD,Divers droite,5004
3,CONQUER,Nicolas,M.,UXD,Union de l'extrême droite,5004
4,DA CRUZ-LEGELEUX,Yann,M.,REC,Reconquête !,5004
5,BENRAMDANE,Abdelkader,M.,EXG,Extrême gauche,5004
6,PIC,Anna,Mme,UG,Union de la gauche,5004
1,ALBERTINI,Xavier,M.,ENS,Ensemble ! (Majorité présidentielle),5101
2,MEXIS,Adrien,M.,DVD,Divers droite,5101
3,VARLET,Vincent,M.,EXG,Extrême gauche,5101
4,BOURGOIN,Evelyne,Mme,UG,Union de la gauche,5101
1,PACE,Marie,Mme,REC,Reconquête !,5102
2,ROSE,Thomas,M.,EXG,Extrême gauche,5102
3,WYSOCINSKI,Ghislain,M.,ECO,Ecologistes,5102
4,LANG,Stéphane,M.,DVD,Divers droite,5102
5,FRIGOUT,Anne-Sophie,Mme,RN,Rassemblement National,5102
6,PIROUELLE,Stéphane,M.,UG,Union de la gauche,5102
7,MILLER,Laure,Mme,ENS,Ensemble ! (Majorité présidentielle),5102
1,SENE,Julien,M.,REC,Reconquête !,5103
2,BERTHÉLÉMY,Chantal,Mme,UG,Union de la gauche,5103
3,JABBOUR,Johanna,Mme,DSV,Droite souverainiste,5103
4,CORMERAIS,Charlotte,Mme,EXG,Extrême gauche,5103
5,MICHELET,Maxime,M.,UXD,Union de l'extrême droite,5103
6,GIRARDIN,Eric,M.,ENS,Ensemble ! (Majorité présidentielle),5103
1,LAURENT,Maxence,M.,UG,Union de la gauche,5104
2,MICHEL,Gabriel,M.,DVD,Divers droite,5104
3,GOSSEAU,Laurent,M.,EXG,Extrême gauche,5104
4,DUCANDA,Marty,M.,DIV,Divers,5104
5,MAGNIER,Lise,Mme,ENS,Ensemble ! (Majorité présidentielle),5104
6,BISIAUX,Achille,M.,RN,Rassemblement National,5104
1,PADIOU,Gaël,M.,UG,Union de la gauche,5105
2,BESSON,Thierry,M.,RN,Rassemblement National,5105
3,BASTIEN,Joëlle,Mme,EXG,Extrême gauche,5105
4,DE COURSON,Charles,M.,DVC,Divers centre,5105
1,DEMAY,Sylvain,M.,EXG,Extrême gauche,5201
2,GALLET,Baptiste,M.,DIV,Divers,5201
3,LAMBERT,Benjamin,M.,UG,Union de la gauche,5201
4,BENTZ,Christophe,M.,RN,Rassemblement National,5201
5,ABBA,Bérangère,Mme,ENS,Ensemble ! (Majorité présidentielle),5201
1,VIOT,Ingrid,Mme,UG,Union de la gauche,5202
2,PRUM,Justin,M.,EXG,Extrême gauche,5202
3,LACROIX,Nicolas,M.,DVD,Divers droite,5202
4,ROBERT-DEHAULT,Laurence,Mme,RN,Rassemblement National,5202
1,GAROT,Guillaume,M.,UG,Union de la gauche,5301
2,VEYRE DE SORAS,Paule,Mme,RN,Rassemblement National,5301
3,HIBON ARTHUIS,Stéphanie,Mme,DVD,Divers droite,5301
4,ROMIER,Fabrice,M.,EXG,Extrême gauche,5301
5,SAULNIER,Vincent,M.,UDI,Union des Démocrates et Indépendants,5301
1,PLACE,Jean-Luc,M.,EXG,Extrême gauche,5302
2,BOISSEAU,Grégory,M.,UG,Union de la gauche,5302
3,CADENAS,Jean-Michel,M.,RN,Rassemblement National,5302
4,GRUDE,Patrice,M.,DIV,Divers,5302
5,GUYON,Pierre-Elie,M.,DVD,Divers droite,5302
6,BANNIER,Géraldine,Mme,ENS,Ensemble ! (Majorité présidentielle),5302
1,BELL,Annie,Mme,RN,Rassemblement National,5303
2,AMELIN,Martine,Mme,EXG,Extrême gauche,5303
3,FAVENNEC,Yannick,M.,HOR,Horizons,5303
4,LEFOULON,Stéphanie,Mme,UG,Union de la gauche,5303
1,MERCIER,Estelle,Mme,UG,Union de la gauche,5401
2,NIMSGERN,Christiane,Mme,EXG,Extrême gauche,5401
3,ARNOULD,Aurélien,M.,LR,Les Républicains,5401
4,MELET,Patricia,Mme,RN,Rassemblement National,5401
5,GUILLEMARD,Philippe,M.,ENS,Ensemble ! (Majorité présidentielle),5401
6,NESPOLO,Massimo,M.,DSV,Droite souverainiste,5401
1,MAILLOT,Geneviève,Mme,RN,Rassemblement National,5402
2,FROMONT,Sloane,Mme,LR,Les Républicains,5402
3,LACRESSE,Emmanuel,M.,ENS,Ensemble ! (Majorité présidentielle),5402
4,DESTOMBES,Odile,Mme,EXG,Extrême gauche,5402
5,HABLOT,Stéphane,M.,UG,Union de la gauche,5402
6,GEORGES,Lucy,Mme,REC,Reconquête !,5402
1,BOURY,Xavier,M.,EXG,Extrême gauche,5403
2,WEBER,Frédéric,M.,RN,Rassemblement National,5403
3,SERVAGI,Mathieu,M.,LR,Les Républicains,5403
4,ETIENNE,Martine,Mme,UG,Union de la gauche,5403
5,MAURICE,Valérie,Mme,ENS,Ensemble ! (Majorité présidentielle),5403
1,HEILLIETTE,Geneviève,Mme,EXG,Extrême gauche,5404
2,CANTIGET,Valérie,Mme,REC,Reconquête !,5404
3,BERTOZZI-BIÉVELOT,Barbara,Mme,UG,Union de la gauche,5404
4,BILDE,Dominique,Mme,RN,Rassemblement National,5404
5,BAZIN,Thibault,M.,LR,Les Républicains,5404
1,PECHER,Louis-Joseph,M.,UXD,Union de l'extrême droite,5405
2,POTIER,Dominique,M.,UG,Union de la gauche,5405
3,AUBERT,Miriam,Mme,EXG,Extrême gauche,5405
4,NUPS,Pierre-Nicolas,M.,EXD,Extrême droite,5405
5,MATHIEU,Edouard,M.,DIV,Divers,5405
6,VINOT,Quentin,M.,LR,Les Républicains,5405
1,BARBIN,Dominique,M.,EXG,Extrême gauche,5406
2,NOWAK,Richard,M.,ECO,Ecologistes,5406
3,TOPARSLAN,Ergün,M.,ENS,Ensemble ! (Majorité présidentielle),5406
4,SIMON,Jordan,M.,LR,Les Républicains,5406
5,BOULOGNE,Anthony,M.,RN,Rassemblement National,5406
6,THIRION,Sonia,Mme,DSV,Droite souverainiste,5406
7,FIAT,Caroline,Mme,UG,Union de la gauche,5406
1,GUCKERT,Olivier,M.,UG,Union de la gauche,5501
2,PANCHER,Bertrand,M.,DVD,Divers droite,5501
3,TYMEN,Blaise,M.,EXG,Extrême gauche,5501
4,MARIAGE,Sylvie,Mme,DSV,Droite souverainiste,5501
5,MOUTAUX,Grégoire,M.,DVD,Divers droite,5501
6,AMBLARD,Maxime,M.,RN,Rassemblement National,5501
1,GOULET,Florence,Mme,RN,Rassemblement National,5502
2,NORDEMANN,Pierre,M.,EXG,Extrême gauche,5502
3,LAFLOTTE,Johan,M.,UG,Union de la gauche,5502
4,LAFUE,Valentine,Mme,ECO,Ecologistes,5502
5,DUMONT,Jerome,M.,DVD,Divers droite,5502
1,LE SANT,Ronan,M.,REG,Régionaliste,5601
2,LE BARAILLEC,Yann,M.,DVG,Divers gauche,5601
3,MARTIN,Joseph,M.,RN,Rassemblement National,5601
4,VASSEUR,Alice,Mme,DIV,Divers,5601
5,GALLO,Anne,Mme,UG,Union de la gauche,5601
6,PESCHANSKI,Marc,M.,EXG,Extrême gauche,5601
7,LE HÉNANFF,Anne,Mme,ENS,Ensemble ! (Majorité présidentielle),5601
1,BENIGUEL,Jade,Mme,UG,Union de la gauche,5602
2,CLAVREUIL,Pierre,M.,DVD,Divers droite,5602
3,DE KERSAUSON,Florent,M.,RN,Rassemblement National,5602
4,PAHUN,Jimmy,M.,ENS,Ensemble ! (Majorité présidentielle),5602
5,TRÉDAN,Maëlig,M.,REG,Régionaliste,5602
6,CHEÈRE,Yves,M.,EXG,Extrême gauche,5602
1,DORÉ-LUCAS,Marie Madeleine,Mme,UG,Union de la gauche,5603
2,DEVRIENDT,Jocelyne,Mme,REG,Régionaliste,5603
3,ÉPAILLARD,Lionel,M.,ECO,Ecologistes,5603
4,PERRAULT,Soizic,Mme,DVD,Divers droite,5603
5,LE PEIH,Nicole,Mme,ENS,Ensemble ! (Majorité présidentielle),5603
6,OLIVIERO,Antoine,M.,RN,Rassemblement National,5603
7,LEPERT,Julie,Mme,EXG,Extrême gauche,5603
8,CUCINIELLO,Julie,Mme,DSV,Droite souverainiste,5603
1,MAMAR,Khaled,M.,ECO,Ecologistes,5604
2,CRUNIL,Patrice,M.,EXG,Extrême gauche,5604
3,GUEGAN,Rozenn,Mme,ENS,Ensemble ! (Majorité présidentielle),5604
4,MOLAC,Paul,M.,REG,Régionaliste,5604
5,LE CUILLIER,Katel,Mme,RN,Rassemblement National,5604
6,HUET,Bernard,M.,DSV,Droite souverainiste,5604
7,LE FLECHER,Lhea,Mme,UG,Union de la gauche,5604
1,MÉTAYER,Lysiane,Mme,ENS,Ensemble ! (Majorité présidentielle),5605
2,GIRARD,Damien,M.,UG,Union de la gauche,5605
3,PIERRON,Blandine,Mme,EXG,Extrême gauche,5605
4,LE GOFF,Aurélie,Mme,RN,Rassemblement National,5605
1,JACQUES,Jean-Michel,M.,ENS,Ensemble ! (Majorité présidentielle),5606
2,LAGREE,Kelig,Mme,EXG,Extrême gauche,5606
3,CHARLERY,Valère,M.,DSV,Droite souverainiste,5606
4,BARACH,Daniel,M.,DVD,Divers droite,5606
5,GUIHOT-VIEIRA,Nathalie,Mme,RN,Rassemblement National,5606
6,BAUDRY,Jean-Michel,M.,UG,Union de la gauche,5606
1,GEORGET,Didier,M.,EXG,Extrême gauche,5701
2,BELHADDAD,Belkhir,M.,ENS,Ensemble ! (Majorité présidentielle),5701
3,LALOUX,Grégoire,M.,RN,Rassemblement National,5701
4,COSTA,Américo Jonas,M.,DIV,Divers,5701
5,LEJAL,Célia,Mme,EXG,Extrême gauche,5701
6,JACQUES,Jean-François,M.,DSV,Droite souverainiste,5701
7,DUSO-BAUDUIN,Stephen,M.,DIV,Divers,5701
8,FELIX,Vincent,M.,UG,Union de la gauche,5701
1,VOINCON,Marie-Claude,Mme,RN,Rassemblement National,5702
2,RINALDI,Mario,M.,EXG,Extrême gauche,5702
3,MENDES,Ludovic,M.,ENS,Ensemble ! (Majorité présidentielle),5702
4,CONTAL,Aurélie,Mme,REG,Régionaliste,5702
5,NICOLAS,Victorien,M.,UG,Union de la gauche,5702
6,TATY BOUANGA,Gisèle,Mme,DIV,Divers,5702
7,PARISSE,Laurent,M.,DIV,Divers,5702
1,CHOMARD,Victor,M.,RN,Rassemblement National,5703
2,HODARA,Etienne,M.,EXG,Extrême gauche,5703
3,LEDUC,Charlotte,Mme,UG,Union de la gauche,5703
4,COLIN-OESTERLÉ,Nathalie,Mme,UDI,Union des Démocrates et Indépendants,5703
5,DIAFERIA,Gaël,M.,EXG,Extrême gauche,5703
1,GIRARDOT,Helene,Mme,UG,Union de la gauche,5704
2,CRENNER,Emilie,Mme,ENS,Ensemble ! (Majorité présidentielle),5704
3,BOTT,Jean-Philippe,M.,REC,Reconquête !,5704
4,DECKER,Léna,Mme,REG,Régionaliste,5704
5,BAUD-BERTIER,Marc,M.,EXG,Extrême gauche,5704
6,DI FILIPPO,Fabien,M.,LR,Les Républicains,5704
7,SIMON,Océane,Mme,RN,Rassemblement National,5704
1,LAHORE,Lisa,Mme,UG,Union de la gauche,5705
2,LIEB,Denis,M.,REG,Régionaliste,5705
3,HOCQUET,Hervé,M.,DSV,Droite souverainiste,5705
4,JENFT,Pascal,M.,RN,Rassemblement National,5705
5,SEBASTIAN,Gilles,M.,EXG,Extrême gauche,5705
6,SEITLINGER,Vincent,M.,LR,Les Républicains,5705
7,MARCHAND,Stéphane,M.,REC,Reconquête !,5705
1,MUNCH,Olivier,M.,DVG,Divers gauche,5706
2,CASSARO,Alexandre,M.,LR,Les Républicains,5706
3,PFEFFER,Kévin,M.,RN,Rassemblement National,5706
4,BLADT,Claire,Mme,UG,Union de la gauche,5706
5,FEISS,Dominique,M.,DVD,Divers droite,5706
6,LEGRAND,Lola,Mme,EXG,Extrême gauche,5706
1,BOUSSET,Diane,Mme,EXG,Extrême gauche,5707
2,SELMANI,Yasmine,Mme,ENS,Ensemble ! (Majorité présidentielle),5707
3,WOJCIECHOWSKI,André,M.,DVD,Divers droite,5707
4,MULLER,Luc,M.,UG,Union de la gauche,5707
5,LOUBET,Alexandre,M.,RN,Rassemblement National,5707
6,BOUCETTA,Younès,M.,DIV,Divers,5707
1,JOLIVET,Annick,Mme,EXG,Extrême gauche,5708
2,ROSA,Raphaëlle,Mme,LR,Les Républicains,5708
3,JACOBELLI,Laurent,M.,RN,Rassemblement National,5708
4,LEGER,Céline,Mme,UG,Union de la gauche,5708
5,ZONATO,Samuel,M.,ENS,Ensemble ! (Majorité présidentielle),5708
1,PHILIPPO,Baptiste,M.,RN,Rassemblement National,5709
2,HAMMERSCHMITT,Florent,M.,REC,Reconquête !,5709
3,KOPP,Laurent,M.,DIV,Divers,5709
4,RAUCH,Isabelle,Mme,ENS,Ensemble ! (Majorité présidentielle),5709
5,VAÎSSE,Brigitte,Mme,UG,Union de la gauche,5709
6,MAURHOFER,Guy,M.,EXG,Extrême gauche,5709
1,DUBOST,Baptiste,M.,LR,Les Républicains,5801
2,GOULET,Perrine,Mme,ENS,Ensemble ! (Majorité présidentielle),5801
3,VARELA,Chantal,Mme,DSV,Droite souverainiste,5801
4,LARÈPE,Brice,M.,UG,Union de la gauche,5801
5,LEMOINE,Geneviève,Mme,EXG,Extrême gauche,5801
6,GALLOIS,Charles-Henri,M.,RN,Rassemblement National,5801
1,GUYOT,Justine,Mme,DVG,Divers gauche,5802
2,PAUL,Christian,M.,UG,Union de la gauche,5802
3,VINCENT,Marc Alexandre,M.,LR,Les Républicains,5802
4,MUNOZ,Aurore,Mme,DSV,Droite souverainiste,5802
5,DUPUIS,Dominique,M.,EXG,Extrême gauche,5802
6,GUIBERT,Julien,M.,RN,Rassemblement National,5802
7,GERMAIN,Sandra,Mme,ENS,Ensemble ! (Majorité présidentielle),5802
1,MARINHO,Allison,Mme,DVD,Divers droite,5901
2,LEGRAND,Maxime,M.,DVG,Divers gauche,5901
3,LAURENÇOT,Michel,M.,DVG,Divers gauche,5901
4,LECLERCQ,Carole,Mme,RN,Rassemblement National,5901
5,PRIEM,Verena,Mme,REG,Régionaliste,5901
6,BAH,Amy,Mme,DVG,Divers gauche,5901
7,ALEXANDRE,Audric,M.,DIV,Divers,5901
8,CHAOUAT,Frédéric,M.,DIV,Divers,5901
9,BOUSALHAM,Adel,Mme,DVG,Divers gauche,5901
10,MARAGE,Line,Mme,EXG,Extrême gauche,5901
11,LAURET,Brice,M.,DVD,Divers droite,5901
12,MADELAIN,Pierre,M.,EXG,Extrême gauche,5901
13,DUHAMEL,Vanessa,Mme,ENS,Ensemble ! (Majorité présidentielle),5901
14,LE COQ,Aurélien,M.,UG,Union de la gauche,5901
1,BERNALICIS,Ugo,M.,UG,Union de la gauche,5902
2,ROUGÉE,Pascale,Mme,EXG,Extrême gauche,5902
3,GUENON,Claire,Mme,DIV,Divers,5902
4,TESTART,Etienne,M.,EXG,Extrême gauche,5902
5,GUÉRARD,Philippe,M.,RN,Rassemblement National,5902
6,SALANON,Violette,Mme,ENS,Ensemble ! (Majorité présidentielle),5902
7,BOISARD-VANNIER,Caroline,Mme,LR,Les Républicains,5902
1,DELANNOY,Sandra,Mme,RN,Rassemblement National,5903
2,MAHIEU,Louis,M.,REC,Reconquête !,5903
3,SAINT-HUILE,Benjamin,M.,DVG,Divers gauche,5903
4,RONDEAUX,Marie-Claude,Mme,EXG,Extrême gauche,5903
1,SCALI,Damien,M.,EXG,Extrême gauche,5904
2,BOYAVAL,Franck,M.,DIV,Divers,5904
3,LISO,Brigitte,Mme,ENS,Ensemble ! (Majorité présidentielle),5904
4,LEBLANC,Sébastien,M.,LR,Les Républicains,5904
5,LE NEINDRE,Nicolas,M.,DVD,Divers droite,5904
6,MORAND,Anne,Mme,RN,Rassemblement National,5904
7,BRUN,Charlotte,Mme,UG,Union de la gauche,5904
8,JARDIN,Patrick,M.,REC,Reconquête !,5904
9,ABDELLAOUI,Fatima,Mme,EXG,Extrême gauche,5904
1,OLIVEREAU,Chloé,Mme,EXG,Extrême gauche,5905
2,COVAIN,Raymond,M.,EXG,Extrême gauche,5905
3,CATTEAU,Victor,M.,RN,Rassemblement National,5905
4,DELNESTE,Ophélie,Mme,UG,Union de la gauche,5905
5,HUYGHE,Sébastien,M.,DVD,Divers droite,5905
1,PEREIRA,Célia,Mme,UG,Union de la gauche,5906
2,EROTICO,Jimi,M.,LR,Les Républicains,5906
3,PARMENTIER-LECOCQ,Charlotte,Mme,ENS,Ensemble ! (Majorité présidentielle),5906
4,QUATREBOEUFS,Marie Hélène,Mme,UXD,Union de l'extrême droite,5906
5,BARREZ,Frédéric,M.,EXG,Extrême gauche,5906
1,GERARD,Félicie,Mme,HOR,Horizons,5907
2,SAYAH,Céline,Mme,RN,Rassemblement National,5907
3,WILLEM,Jean-Sébastien Paul Louis,M.,REC,Reconquête !,5907
4,SCHUURMAN,Nicolas,M.,EXG,Extrême gauche,5907
5,CHOUIA,Karima,Mme,UG,Union de la gauche,5907
1,LEYS,Ethan,M.,RN,Rassemblement National,5908
2,GUIRAUD,David,M.,UG,Union de la gauche,5908
3,MEKKI,Tarik,M.,DVC,Divers centre,5908
4,DELBARRE,Françoise,Mme,EXG,Extrême gauche,5908
5,CAMERLYNCK,Maël,M.,DSV,Droite souverainiste,5908
1,DHELIN,Mathias,M.,EXG,Extrême gauche,5909
2,LANDRU,Christine,Mme,RN,Rassemblement National,5909
3,SPILLEBOUT,Violette,Mme,ENS,Ensemble ! (Majorité présidentielle),5909
4,TALPAERT,Valérie,Mme,REC,Reconquête !,5909
5,GRUZON,Frédéric,M.,DIV,Divers,5909
6,POGAM,Alice,Mme,LR,Les Républicains,5909
